,probeID,CpG_chrm,CpG_beg,CpG_end,probe_strand,gene,gene_HGNC,CTCF,distance,717HFZ,718AGZ,371WNR,318XQO,340OUL,893CAJ,151PZS,098CED,273PJW,377YFI,773VYR,928QES,786HDE,827FZN,364PIY,802QCI,021NNN,510ZEI,175NGE,670DBL,825ZCZ,912ILE,725WBV,829SZB,483NRC,717RYX,249ZBG,205OTD,765OKG,820YPQ,685BMF,545ZMG,294UQS,104ZSA,370EGY,860FWW,177TTP,151ZGD,743GHZ,990YHL,036WIO,state_modes
5439,cg22805308,chr1,6579914,6579916,+,PLEKHG5,PLEKHG5,chr1:6583797-6583931,3882.0,18,15,11,18,6,11,18,11,11,11,6,6,11,11,9,13,11,18,10,18,11,10,18,11,18,11,11,18,18,9,11,11,11,11,4,11,11,9,6,10,11,11
5440,cg04818845,chr1,6580166,6580168,+,PLEKHG5,PLEKHG5,chr1:6583797-6583931,3630.0,18,15,11,18,6,11,11,11,11,11,11,6,11,9,9,9,11,18,10,18,11,10,11,11,18,11,11,11,18,9,11,11,11,6,11,11,11,9,6,10,11,11
5448,cg07274506,chr1,6614340,6614342,+,NOL9;TAS1R1,NOL9;TAS1R1,chr1:6614602-6614736,261.0,1,2,1,2,2,1,1,1,2,1,1,1,2,2,1,2,1,1,1,2,1,1,2,2,1,2,1,1,2,1,2,1,1,2,1,1,2,2,1,1,1,1
5453,cg05086993,chr1,6614663,6614665,-,NOL9;TAS1R1,NOL9;TAS1R1,chr1:6614602-6614736,0.0,1,3,1,2,2,2,1,1,2,1,1,1,2,2,4,1,2,2,2,2,1,1,2,2,2,4,1,2,2,2,2,2,2,4,1,10,2,3,1,1,18,2
5467,cg14186992,chr1,6639569,6639571,+,TAS1R1;ZBTB48,TAS1R1;ZBTB48,chr1:6640999-6641133,1429.0,3,3,3,3,3,9,9,3,11,10,3,3,10,3,3,3,3,10,1,3,3,3,3,3,3,9,3,3,9,9,3,9,3,4,3,9,3,9,3,3,11,3
5504,cg06066711,chr1,6662644,6662646,+,KLHL21,KLHL21,chr1:6661706-6661840,805.0,1,2,1,1,1,1,1,1,1,1,3,1,1,2,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,3,1,3,1,3,1,2,1,1,1,3,1
5513,cg19884658,chr1,6664267,6664269,-,KLHL21,KLHL21,chr1:6664124-6664258,10.0,3,3,3,9,3,3,9,3,9,1,3,3,1,3,3,3,3,1,10,9,3,3,3,1,1,3,3,3,10,1,3,3,3,9,3,9,8,3,3,3,9,3
5516,cg06778853,chr1,6672619,6672621,+,KLHL21;PHF13,KLHL21;PHF13,chr1:6672765-6672899,145.0,1,1,1,3,1,1,10,1,18,1,1,3,2,1,3,3,2,10,1,2,1,3,1,1,4,1,3,3,9,1,1,1,1,14,3,11,3,3,3,1,4,1
5527,cg08661290,chr1,6674109,6674111,-,KLHL21;PHF13,KLHL21;PHF13,chr1:6672765-6672899,1211.0,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1
5540,cg11688219,chr1,6684918,6684920,+,THAP3,THAP3,chr1:6685087-6685221,168.0,3,3,3,4,3,3,9,3,10,1,3,3,10,8,3,8,3,10,1,3,3,3,3,10,3,8,3,3,10,3,1,3,3,4,3,9,4,3,3,3,11,3
5567,cg02904365,chr1,6761378,6761380,+,DNAJC11,DNAJC11,chr1:6761898-6762032,519.0,3,3,4,3,1,1,3,3,4,1,4,3,2,3,3,3,4,1,2,4,3,4,1,3,4,4,3,3,3,4,3,1,3,4,3,3,3,4,3,1,3,3
5843,cg03630344,chr1,7831155,7831157,-,VAMP3,VAMP3,chr1:7845313-7845447,14157.0,1,3,1,1,1,1,1,1,1,1,4,1,1,1,3,1,1,1,1,3,1,1,1,2,1,2,1,3,1,1,1,1,1,3,3,1,1,3,1,1,2,1
5862,cg06487986,chr1,7843563,7843565,+,PER3,PER3,chr1:7845313-7845447,1749.0,1,4,1,3,4,1,1,1,10,3,3,1,1,4,3,3,1,10,1,1,1,1,1,1,3,3,1,1,1,1,3,1,1,4,1,10,2,4,3,1,2,1
5871,cg25514503,chr1,7845069,7845071,+,PER3,PER3,chr1:7845313-7845447,243.0,1,15,1,4,16,3,3,3,9,1,1,3,3,14,4,4,3,10,1,2,3,3,14,3,16,11,1,3,6,3,3,3,3,16,3,11,2,4,2,3,4,3
5891,cg10500283,chr1,7913080,7913082,+,UTS2,UTS2,chr1:7916585-7916719,3504.0,18,17,18,18,18,18,6,18,18,18,6,18,6,17,6,17,18,18,18,18,6,6,18,6,18,17,6,18,18,6,18,6,18,18,18,18,18,17,18,18,18,18
5892,cg20625138,chr1,7913666,7913668,+,UTS2,UTS2,chr1:7916585-7916719,2918.0,18,17,18,18,18,18,18,18,18,18,6,18,6,17,6,17,18,18,18,18,18,18,18,6,18,17,18,18,18,6,18,6,18,18,18,18,18,17,18,18,18,18
5902,cg08840010,chr1,8000313,8000315,-,TNFRSF9,TNFRSF9,chr1:8002480-8002614,2166.0,17,17,17,17,16,17,17,17,18,17,17,17,18,17,16,17,18,16,17,18,17,17,16,17,16,17,17,17,17,18,17,17,18,16,16,6,17,17,17,17,18,17
5924,cg17425224,chr1,8021249,8021251,+,PARK7,PARK7,chr1:8021458-8021592,208.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,2,1
5932,cg25007680,chr1,8021820,8021822,+,PARK7,PARK7,chr1:8021458-8021592,229.0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,3,2,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1
5960,cg19560758,chr1,8086720,8086722,-,ERRFI1;RP11-431K24.1,ERRFI1;RP11-431K24.1,chr1:8091376-8091510,4655.0,3,14,3,3,3,1,1,1,1,1,3,1,1,14,3,3,1,1,1,1,1,1,3,1,14,3,1,1,1,1,3,1,1,14,1,9,1,14,3,1,3,1
5998,cg11283860,chr1,8273351,8273353,+,RP11-431K24.3,RP11-431K24.3,chr1:8274949-8275083,1597.0,18,17,18,18,18,6,10,18,6,18,10,18,10,11,6,6,18,6,18,6,18,18,17,18,17,9,18,6,6,6,18,6,18,16,6,2,18,17,18,18,9,18
6200,cg11832727,chr1,8877256,8877258,+,RERE,RERE,chr1:8877642-8877776,385.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1
6212,cg08341978,chr1,8878226,8878228,-,RERE,RERE,chr1:8877642-8877776,451.0,3,1,1,1,1,1,1,1,10,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,1,1,1,1,1,1
6240,cg12711814,chr1,8939528,8939530,+,ENO1;ENO1-AS1;ENO1-IT1,ENO1;ENO1-AS1;ENO1-IT1,chr1:8939481-8939615,0.0,3,3,3,3,3,1,3,1,10,1,3,3,1,3,3,3,1,10,1,3,1,1,3,1,1,9,1,3,1,3,3,1,1,3,1,10,1,3,1,1,9,1
6254,cg02981703,chr1,9005733,9005735,+,CA6,CA6,chr1:9023083-9023217,17349.0,18,17,18,18,18,18,6,10,18,18,17,6,18,6,18,18,10,18,18,18,10,9,18,18,18,18,10,18,18,18,18,6,6,9,18,10,18,6,18,10,18,18
6256,cg25919221,chr1,9006679,9006681,+,CA6,CA6,chr1:9023083-9023217,16403.0,18,17,18,18,18,18,6,10,18,18,17,10,18,6,18,18,6,18,18,18,6,10,18,18,18,18,10,18,18,18,18,6,6,10,18,10,18,6,10,6,18,18
6274,cg16084788,chr1,9086145,9086147,-,SLC2A7,SLC2A7,chr1:9070200-9070334,15812.0,18,17,18,17,9,18,6,18,6,18,17,17,18,17,18,6,18,6,18,18,18,18,9,18,13,17,18,18,18,18,18,18,18,13,18,18,18,18,18,18,18,18
6277,cg24027679,chr1,9086620,9086622,+,SLC2A7,SLC2A7,chr1:9070200-9070334,16287.0,18,17,18,17,9,18,6,18,6,18,17,17,18,17,18,6,18,10,18,18,18,18,9,18,13,11,18,18,18,18,18,18,18,13,18,18,18,18,18,18,18,18
6296,cg03679305,chr1,9129486,9129488,-,SLC2A5,SLC2A5,chr1:9129756-9129890,269.0,3,9,1,3,1,9,10,1,4,1,3,10,3,18,3,11,4,9,18,11,2,2,3,3,10,11,3,18,9,9,3,3,11,9,3,9,3,3,3,3,11,3
6323,cg17940013,chr1,9188687,9188689,-,GPR157,GPR157,chr1:9188779-9188913,91.0,1,14,1,3,1,1,3,3,2,1,4,14,1,14,3,14,1,1,2,4,2,14,1,1,14,3,2,3,1,1,3,1,3,14,3,3,2,14,3,2,4,1
6332,cg10429262,chr1,9189506,9189508,-,GPR157,GPR157,chr1:9188779-9188913,594.0,1,2,2,1,1,1,10,2,1,1,2,2,1,2,1,1,2,1,2,1,2,2,1,1,1,1,2,1,10,1,1,1,1,1,1,10,2,2,10,2,6,1
6380,cg22601917,chr1,9294273,9294275,+,H6PD,H6PD,chr1:9294588-9294722,314.0,1,3,3,3,3,3,3,3,10,3,3,3,1,3,3,14,3,10,1,3,3,3,3,10,3,3,3,3,10,1,1,1,3,3,3,9,3,3,3,1,6,3
6388,cg25284492,chr1,9295431,9295433,+,H6PD,H6PD,chr1:9294588-9294722,710.0,3,3,1,3,3,1,1,1,1,1,3,3,1,3,3,3,1,1,1,1,1,1,1,2,1,3,1,3,1,1,3,3,1,3,3,10,1,3,1,1,3,1
6429,cg13724813,chr1,9353313,9353315,+,SPSB1,SPSB1,chr1:9352617-9352751,563.0,1,2,2,1,2,1,1,2,1,1,2,2,1,2,2,2,2,1,1,1,2,2,2,1,1,2,10,2,1,1,1,1,1,2,2,1,2,2,1,2,10,2
6512,cg18783781,chr1,9599066,9599068,-,SLC25A33,SLC25A33,chr1:9606825-9606959,7758.0,3,9,10,3,9,10,9,9,10,10,3,3,10,9,10,10,10,9,10,9,10,3,9,1,1,9,9,9,9,9,9,10,10,9,9,10,10,3,3,3,11,9
6522,cg13631913,chr1,9600344,9600346,+,SLC25A33,SLC25A33,chr1:9606825-9606959,6480.0,3,4,2,3,1,3,3,1,1,3,3,3,3,4,3,3,3,1,1,4,1,1,3,1,3,3,1,3,1,3,3,1,3,4,3,4,1,3,3,1,4,3
6578,cg20994801,chr1,9711397,9711399,+,PIK3CD,PIK3CD,chr1:9712846-9712980,1448.0,17,15,15,16,16,16,18,14,18,16,14,17,17,14,14,15,14,17,17,18,10,16,16,17,4,15,2,15,10,6,16,6,17,3,15,10,15,15,15,1,16,15
6679,cg23508540,chr1,9884031,9884033,+,CLSTN1,CLSTN1,chr1:9888060-9888194,4028.0,2,2,2,1,2,1,2,2,2,1,2,2,2,2,2,2,2,1,1,2,2,2,2,1,1,2,2,2,1,1,2,1,1,2,2,1,2,2,2,2,2,2
6685,cg26985289,chr1,9884621,9884623,+,CLSTN1,CLSTN1,chr1:9888060-9888194,3438.0,1,4,1,3,3,1,9,1,2,2,3,1,1,4,4,3,3,1,1,3,1,1,3,1,1,3,1,9,9,1,3,1,1,14,3,11,2,3,3,3,2,1
6716,cg10740965,chr1,9969646,9969648,-,CTNNBIP1,CTNNBIP1,chr1:9974593-9974727,4946.0,4,4,3,3,1,1,1,3,1,3,3,3,1,4,3,3,1,3,1,4,3,3,3,2,3,4,1,3,3,1,4,1,3,3,3,4,2,3,3,3,1,3
6727,cg27308387,chr1,9970992,9970994,-,CTNNBIP1,CTNNBIP1,chr1:9974593-9974727,3600.0,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,3,1,1,1,1,1,1,1,10,1,3,1,1,1,1
6733,cg15226751,chr1,10001910,10001912,+,LZIC;RP11-84A14.4,LZIC;RP11-84A14.4,chr1:10002514-10002648,603.0,6,6,6,6,11,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,6,6,6,6
6738,cg04413397,chr1,10003058,10003060,+,LZIC;NMNAT1;RP11-84A14.4,LZIC;NMNAT1;RP11-84A14.4,chr1:10002514-10002648,411.0,1,1,1,1,1,1,1,1,1,1,3,1,1,3,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,3,1,2,1
6744,cg01929105,chr1,10003571,10003573,-,LZIC;NMNAT1;RP11-84A14.4,LZIC;NMNAT1;RP11-84A14.4,chr1:10002514-10002648,924.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1
6768,cg08151470,chr1,10092298,10092300,+,UBE4B,UBE4B,chr1:10092655-10092789,356.0,2,11,11,11,18,18,18,10,18,18,11,18,18,2,11,3,4,18,10,18,10,4,11,18,18,3,10,11,18,18,18,10,10,11,18,6,10,9,18,10,11,18
6801,cg06615861,chr1,10271190,10271192,-,KIF1B,KIF1B,chr1:10270344-10270478,713.0,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1
6830,cg23036555,chr1,10458831,10458833,+,PGD,PGD,chr1:10459094-10459228,262.0,1,1,1,2,1,1,1,1,1,2,1,2,1,1,2,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,1,4,1
6840,cg14718680,chr1,10459267,10459269,-,PGD,PGD,chr1:10459094-10459228,40.0,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1
6854,cg09242541,chr1,10490024,10490026,+,APITD1;APITD1-CORT;RP4-736L20.3,CENPS;CENPS-CORT;RP4-736L20.3,chr1:10490364-10490498,339.0,4,2,4,4,11,6,11,3,11,6,3,3,6,4,4,4,3,10,4,4,3,3,4,6,4,4,3,4,6,4,4,4,11,4,4,11,4,4,3,3,6,4
6870,cg07894717,chr1,10508597,10508599,-,APITD1-CORT;CORT,CENPS-CORT;CORT,chr1:10516295-10516429,7697.0,6,6,17,18,6,6,6,18,6,17,5,6,6,6,6,5,6,18,18,5,6,16,5,6,6,6,6,6,6,18,6,6,18,6,17,6,6,6,6,6,6,6
6880,cg04256470,chr1,10510464,10510466,-,APITD1-CORT;CORT,CENPS-CORT;CORT,chr1:10516295-10516429,5830.0,6,11,17,18,6,6,6,17,11,16,4,6,6,16,15,9,10,18,18,6,6,15,6,6,6,6,6,6,6,18,17,11,17,6,15,6,17,9,6,2,6,6
6887,cg15452426,chr1,10532229,10532231,+,DFFA;PEX14,DFFA;PEX14,chr1:10516295-10516429,15801.0,1,4,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1
6891,cg11843760,chr1,10532676,10532678,+,DFFA;PEX14,DFFA;PEX14,chr1:10516295-10516429,16248.0,1,2,1,2,1,2,2,1,2,2,1,1,2,2,1,2,1,2,2,2,1,1,2,2,1,1,1,1,1,2,2,2,2,1,2,1,1,1,1,1,2,1
6900,cg20739510,chr1,10534808,10534810,-,PEX14,PEX14,chr1:10516295-10516429,18380.0,1,4,1,1,1,1,1,1,2,1,2,2,6,2,2,1,2,2,2,2,2,2,1,2,1,2,1,3,10,2,1,1,1,4,2,10,2,1,1,2,2,2
6907,cg15031780,chr1,10535584,10535586,+,PEX14,PEX14,chr1:10516295-10516429,19156.0,2,1,1,1,1,1,1,1,1,1,2,1,2,2,3,1,3,1,1,2,1,1,1,2,3,2,4,1,1,1,3,1,1,1,3,1,1,1,3,1,2,1
7055,cg10891879,chr1,10753773,10753775,+,CASZ1,CASZ1,chr1:10752553-10752687,1087.0,1,2,1,1,1,1,1,1,10,2,1,2,2,4,2,14,2,1,1,1,2,1,1,2,4,2,2,1,1,1,1,1,1,4,2,10,1,4,1,2,6,1
7180,cg05352668,chr1,11023755,11023757,+,C1orf127,C1orf127,chr1:11021175-11021309,2447.0,17,16,18,18,17,18,6,6,18,18,17,18,18,17,17,17,18,17,6,6,18,17,17,18,17,17,6,6,18,6,6,6,18,6,6,18,17,17,18,18,17,18
7201,cg00692549,chr1,11072454,11072456,-,TARDBP,TARDBP,chr1:11097771-11097905,25316.0,1,1,1,1,1,1,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,1,1,1,1,1,1,10,1,1,1,1,2,1
7203,cg15482690,chr1,11072741,11072743,+,TARDBP,TARDBP,chr1:11097771-11097905,25029.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1
7213,cg12888113,chr1,11107047,11107049,+,MASP2,MASP2,chr1:11113099-11113233,6051.0,17,17,18,18,17,18,18,18,18,18,17,18,18,11,17,17,18,18,18,6,18,18,17,18,18,17,18,1,18,18,17,6,17,18,17,18,17,17,18,6,6,18
7215,cg18023080,chr1,11107383,11107385,-,MASP2,MASP2,chr1:11113099-11113233,5715.0,17,17,18,18,17,18,18,18,18,18,17,18,18,17,17,17,18,18,18,6,18,18,17,18,18,17,18,1,18,18,17,6,17,18,17,18,17,17,18,6,6,18
7229,cg21379816,chr1,11119627,11119629,-,SRM,SRM,chr1:11120161-11120295,533.0,2,2,1,2,2,1,1,1,2,2,4,1,2,2,4,2,3,1,2,2,2,1,2,1,3,4,1,1,1,2,4,2,1,4,2,4,2,2,2,1,1,2
7235,cg21099221,chr1,11120573,11120575,-,SRM,SRM,chr1:11120161-11120295,279.0,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,2,1,1,1,1,1,4,1,1,1,1,1,1,1,1,3,1,1,1,1,1,2,1
7244,cg23731764,chr1,11159768,11159770,-,EXOSC10;RP4-635E18.6,EXOSC10;RP4-635E18.6,chr1:11132806-11132940,26829.0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7256,cg03617456,chr1,11160204,11160206,-,EXOSC10;RP4-635E18.6,EXOSC10;RP4-635E18.6,chr1:11132806-11132940,27265.0,3,4,3,1,2,2,3,3,6,1,4,1,2,4,3,3,3,2,2,4,3,3,3,2,3,3,1,4,10,2,2,1,2,3,3,11,3,3,1,3,11,3
7271,cg04508649,chr1,11249045,11249047,+,ANGPTL7;MTOR,ANGPTL7;MTOR,chr1:11236411-11236545,12501.0,10,5,10,6,5,6,7,6,5,11,3,10,10,5,7,7,10,6,6,5,6,7,6,6,5,6,11,11,5,6,6,10,11,5,11,6,11,7,6,8,6,6
7273,cg21223353,chr1,11249538,11249540,-,ANGPTL7;MTOR,ANGPTL7;MTOR,chr1:11236411-11236545,12994.0,9,5,10,5,5,11,7,5,5,6,8,6,10,5,5,7,10,6,6,5,7,6,5,6,5,5,6,11,5,5,6,9,11,5,6,5,2,5,6,7,6,5
7282,cg07029998,chr1,11322190,11322192,+,MTOR,MTOR,chr1:11322871-11323005,680.0,3,2,3,4,2,2,1,1,2,2,4,3,2,4,3,4,3,2,2,4,3,3,2,2,4,4,1,3,2,2,4,2,1,2,3,4,1,4,2,3,2,2
7390,cg15746187,chr1,11713122,11713124,-,FBXO2;FBXO44,FBXO2;FBXO44,chr1:11710576-11710710,2413.0,18,16,17,17,3,17,6,10,6,17,17,10,18,16,6,15,10,17,18,9,11,10,3,6,16,17,10,6,17,18,17,6,6,16,17,17,17,16,17,10,11,17
7392,cg06848073,chr1,11713539,11713541,+,FBXO2;FBXO44,FBXO2;FBXO44,chr1:11710576-11710710,2830.0,18,15,17,17,1,17,6,10,11,17,17,2,18,16,6,15,10,17,10,9,11,2,2,6,15,17,10,6,17,18,17,6,6,16,17,17,17,16,17,1,6,17
7397,cg01420388,chr1,11714253,11714255,+,FBXO2;FBXO44,FBXO2;FBXO44,chr1:11710576-11710710,3544.0,2,14,2,2,1,2,11,1,2,2,4,1,2,14,4,14,1,6,2,3,1,1,1,2,14,15,1,11,17,2,14,2,4,15,4,11,14,14,2,1,2,2
7413,cg10667970,chr1,11724056,11724058,+,FBXO6,FBXO6,chr1:11724186-11724320,129.0,3,4,2,2,4,4,11,1,4,3,3,4,4,14,4,14,1,10,2,4,1,1,4,2,1,9,1,3,10,3,3,2,3,14,4,3,2,4,3,1,2,4
7415,cg06963844,chr1,11724237,11724239,+,FBXO6,FBXO6,chr1:11724186-11724320,0.0,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,14,1,1,2,1,2,2,2,2,1,11,1,1,1,1,1,1,1,16,1,3,2,2,1,1,2,2
7429,cg17189494,chr1,11740664,11740666,+,MAD2L2,MAD2L2,chr1:11724186-11724320,16345.0,1,3,3,4,2,1,4,1,4,2,3,3,2,4,4,1,1,1,2,4,3,3,1,1,2,4,1,3,3,4,3,2,3,4,3,4,1,3,3,3,2,3
7440,cg07789904,chr1,11741840,11741842,+,MAD2L2,MAD2L2,chr1:11724186-11724320,17521.0,3,3,3,2,2,3,3,1,10,4,4,3,2,4,3,14,4,10,2,4,3,3,14,2,3,4,3,3,10,4,3,1,2,3,4,10,1,3,1,3,2,3
7454,cg06630737,chr1,11752108,11752110,-,DRAXIN;MAD2L2,DRAXIN;MAD2L2,chr1:11767419-11767553,15310.0,16,15,16,16,15,16,15,14,6,16,15,11,17,15,16,14,16,16,17,11,17,14,16,16,16,15,11,17,16,15,15,5,15,16,15,15,16,15,16,2,16,16
7493,cg17350448,chr1,11796296,11796298,+,AGTRAP,AGTRAP,chr1:11796472-11796606,175.0,1,3,1,1,1,1,1,1,1,1,3,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,3,3,1,1,1,1,1,2,1
7518,cg05228408,chr1,11865351,11865353,+,CLCN6;MTHFR,CLCN6;MTHFR,chr1:11862750-11862884,2468.0,3,3,3,3,1,1,1,3,1,1,3,3,1,3,3,3,3,1,1,3,3,3,3,1,3,3,3,3,1,3,3,1,1,3,3,3,1,3,3,3,4,3
7519,cg01226883,chr1,11865641,11865643,+,CLCN6;MTHFR,CLCN6;MTHFR,chr1:11862750-11862884,2758.0,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1
7523,cg27012203,chr1,11865919,11865921,-,CLCN6;MTHFR,CLCN6;MTHFR,chr1:11862750-11862884,3036.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1
7526,cg02978542,chr1,11866084,11866086,+,CLCN6;MTHFR,CLCN6;MTHFR,chr1:11862750-11862884,3201.0,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1
7530,cg23226134,chr1,11866388,11866390,+,CLCN6;MTHFR,CLCN6;MTHFR,chr1:11862750-11862884,3505.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1
7535,cg14472778,chr1,11867307,11867309,+,CLCN6;MTHFR,CLCN6;MTHFR,chr1:11862750-11862884,4424.0,4,6,3,3,8,3,3,3,10,3,4,3,2,8,3,3,3,10,3,11,3,4,1,11,9,7,9,3,9,10,3,3,3,11,3,9,3,8,3,3,11,3
7552,cg06584407,chr1,11907323,11907325,+,NPPA;NPPA-AS1;NPPA-AS1_3,NPPA;NPPA-AS1;NPPA-AS1_3,chr1:11905985-11906119,1205.0,6,7,6,6,5,6,5,5,5,18,6,6,6,5,5,5,5,6,6,6,6,6,5,5,6,5,6,6,6,6,5,1,2,6,6,6,5,7,6,5,5,6
7553,cg20202438,chr1,11907985,11907987,+,NPPA;NPPA-AS1,NPPA;NPPA-AS1,chr1:11905985-11906119,1867.0,18,11,6,6,5,6,5,6,6,18,11,6,6,5,5,5,6,6,6,6,6,6,5,5,6,5,6,6,6,6,6,10,11,6,6,6,6,11,6,6,6,6
7563,cg14506552,chr1,11918953,11918955,+,NPPB,NPPB,chr1:11919469-11919603,515.0,16,15,16,16,16,10,16,16,18,17,16,16,17,15,16,16,16,16,17,18,16,16,16,15,16,15,16,16,16,16,16,1,3,16,16,15,16,16,17,16,16,16
7572,cg22927043,chr1,11919698,11919700,-,NPPB,NPPB,chr1:11919469-11919603,96.0,16,16,16,16,16,10,17,15,18,17,16,16,17,15,16,16,16,16,14,18,16,16,16,15,15,15,16,16,16,16,16,10,9,16,16,15,16,15,16,16,18,16
7597,cg04313552,chr1,11986713,11986715,-,KIAA2013,KIAA2013,chr1:11967847-11967981,18733.0,1,4,1,1,3,1,10,3,10,1,3,3,2,3,3,1,1,1,2,1,1,1,3,1,4,3,1,3,10,1,1,1,1,3,3,1,1,3,1,1,4,1
7604,cg11469137,chr1,11994384,11994386,+,PLOD1,PLOD1,chr1:11967847-11967981,26404.0,3,3,3,3,3,3,3,3,1,1,3,3,1,3,3,3,3,1,2,3,3,3,3,1,14,3,3,3,3,1,3,3,3,14,3,9,3,3,3,3,3,3
7611,cg23286660,chr1,11995089,11995091,-,PLOD1,PLOD1,chr1:11967847-11967981,27109.0,1,3,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,1,2,2,3,3,1,1,14,3,3,3,1,1,4,1,1,14,3,9,1,3,1,1,4,1
7630,cg05523254,chr1,12040214,12040216,-,MFN2,MFN2,chr1:12042175-12042309,1960.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1
7635,cg09306577,chr1,12040876,12040878,+,MFN2,MFN2,chr1:12042175-12042309,1298.0,1,3,1,3,1,1,1,3,1,1,3,1,1,1,3,1,3,1,1,2,1,1,1,1,3,3,3,3,1,1,1,1,1,3,3,3,1,3,3,3,1,1
7644,cg15770654,chr1,12078820,12078822,+,MIIP;RP5-1077B9.5,MIIP;RP5-1077B9.5,chr1:12074425-12074559,4262.0,6,11,6,2,11,6,6,6,6,18,2,6,6,11,11,6,6,6,6,6,6,6,2,10,6,11,6,6,6,6,6,6,6,6,10,6,6,11,2,6,6,6
7657,cg23355725,chr1,12079975,12079977,-,MIIP,MIIP,chr1:12074425-12074559,5417.0,1,1,1,1,1,1,1,1,1,1,4,3,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,2,1,1,2,1,1,1,2,1
7671,cg19896198,chr1,12123261,12123263,-,TNFRSF8,TNFRSF8,chr1:12123928-12124062,666.0,16,15,16,16,16,15,12,16,11,16,15,16,17,15,15,15,16,16,16,12,16,16,16,11,14,15,16,17,16,17,17,6,4,15,15,11,14,15,16,15,15,16
7675,cg17897879,chr1,12123436,12123438,-,TNFRSF8,TNFRSF8,chr1:12123928-12124062,491.0,16,15,16,16,16,15,12,15,11,16,14,16,17,15,15,16,16,16,16,4,15,15,16,11,14,15,16,17,16,17,16,6,4,15,15,11,15,15,16,14,15,16
7727,cg13836770,chr1,12226912,12226914,+,MIR7846;TNFRSF1B,MIR7846;TNFRSF1B,chr1:12224841-12224975,1938.0,2,14,6,4,4,4,3,3,4,2,2,4,2,14,4,14,17,10,2,4,17,2,2,2,14,11,6,1,10,10,3,3,4,14,4,3,2,14,3,2,14,2
