File accession	File format	Output type	Assay term name	Dataset accession	Annotation type	Software used	Encyclopedia Version	Biosample term id	Biosample term name	Biosample type	Life stage	Age	Age units	Organism	Targets	Dataset date released	Project	Lab	md5sum	dbxrefs	File download URL	Assembly	Controlled by	File Status	Derived from	S3 URL	Azure URL	Size	Audit WARNING	Audit NOT_COMPLIANT	Audit ERROR
ENCFF630TVF	bigWig	signal p-value	ChIP-seq	ENCSR437EWP	imputation	Avocado	current, ENCODE v5	CL:2000078	placental pericyte	primary cell				Homo sapiens	H3K27ac-human	2020-02-21	ENCODE	Bill Noble, UW	1cf77ea0ff703f07c6e0378a64848909		https://www.encodeproject.org/files/ENCFF630TVF/@@download/ENCFF630TVF.bigWig	GRCh38		released		https://encode-public.s3.amazonaws.com/2019/12/31/f1fddf45-8a11-41ff-a1ec-9f15f46c42b9/ENCFF630TVF.bigWig	https://datasetencode.blob.core.windows.net/dataset/2019/12/31/f1fddf45-8a11-41ff-a1ec-9f15f46c42b9/ENCFF630TVF.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	646803621			
ENCFF054DBL	bigWig	signal p-value	ChIP-seq	ENCSR482LPC	imputation	Avocado	current, ENCODE v5	UBERON:0002080	heart right ventricle	tissue				Homo sapiens	H3K4me3-human	2020-02-21	ENCODE	Bill Noble, UW	c413f9acb316a144b2a5e9088cc1a0b5		https://www.encodeproject.org/files/ENCFF054DBL/@@download/ENCFF054DBL.bigWig	GRCh38		released		https://encode-public.s3.amazonaws.com/2020/01/02/501e74bf-4dc4-4e19-aed4-f39bf6b46447/ENCFF054DBL.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/01/02/501e74bf-4dc4-4e19-aed4-f39bf6b46447/ENCFF054DBL.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	634801966			
ENCFF236VTW	bigWig	signal p-value	ChIP-seq	ENCSR229VDJ	imputation	Avocado	current, ENCODE v5	UBERON:0011907	gastrocnemius medialis	tissue				Homo sapiens	H3K4me1-human	2020-02-21	ENCODE	Bill Noble, UW	b761ec81b360872e5f118f37a9bf452f		https://www.encodeproject.org/files/ENCFF236VTW/@@download/ENCFF236VTW.bigWig	GRCh38		released		https://encode-public.s3.amazonaws.com/2020/01/03/30a1f9c4-2800-478b-9c7a-ac617c929cfa/ENCFF236VTW.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/01/03/30a1f9c4-2800-478b-9c7a-ac617c929cfa/ENCFF236VTW.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	644341409			
ENCFF029GRX	bigWig	signal p-value	ChIP-seq	ENCSR565QZN	imputation	Avocado	current, ENCODE v5	CL:0000351	trophoblast cell	primary cell				Homo sapiens	H3K36me3-human	2020-02-21	ENCODE	Bill Noble, UW	f3e931734dced394dca1f65ce4e5df17		https://www.encodeproject.org/files/ENCFF029GRX/@@download/ENCFF029GRX.bigWig	GRCh38		released		https://encode-public.s3.amazonaws.com/2019/12/28/c6a7a939-bbe2-4090-a108-9664c81e55cf/ENCFF029GRX.bigWig	https://datasetencode.blob.core.windows.net/dataset/2019/12/28/c6a7a939-bbe2-4090-a108-9664c81e55cf/ENCFF029GRX.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	625266906			
ENCFF618CNB	bigWig	signal p-value	ChIP-seq	ENCSR241HOK	imputation	Avocado	current, ENCODE v5	CL:0000136	adipocyte	in vitro differentiated cells				Homo sapiens	H3K36me3-human	2020-02-21	ENCODE	Bill Noble, UW	64ffbdf198789842f8376247c5972ad2		https://www.encodeproject.org/files/ENCFF618CNB/@@download/ENCFF618CNB.bigWig	GRCh38		released		https://encode-public.s3.amazonaws.com/2020/01/01/7adbfdde-6d50-4cc3-94bf-a18559c212d8/ENCFF618CNB.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/01/01/7adbfdde-6d50-4cc3-94bf-a18559c212d8/ENCFF618CNB.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	639969599			
ENCFF510LVH	bigWig	signal p-value	ChIP-seq	ENCSR180MJF	imputation	Avocado	current, ENCODE v5	CL:0002570	mesenchymal stem cell of adipose	primary cell				Homo sapiens	H3K4me1-human	2020-02-21	ENCODE	Bill Noble, UW	9e9716f1c1b8ff1df2a6c443cc24bafa		https://www.encodeproject.org/files/ENCFF510LVH/@@download/ENCFF510LVH.bigWig	GRCh38		released		https://encode-public.s3.amazonaws.com/2020/01/04/54d0aab7-b82e-4d2e-bf23-c89dac78d5c9/ENCFF510LVH.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/01/04/54d0aab7-b82e-4d2e-bf23-c89dac78d5c9/ENCFF510LVH.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	636092655			
ENCFF105QDM	bigWig	signal p-value	ChIP-seq	ENCSR905KCT	imputation	Avocado	current, ENCODE v5	UBERON:0002037	cerebellum	tissue				Homo sapiens	H3K9me3-human	2020-02-21	ENCODE	Bill Noble, UW	dc46a27f19a86e1dfebf16b44996e9a2		https://www.encodeproject.org/files/ENCFF105QDM/@@download/ENCFF105QDM.bigWig	GRCh38		released		https://encode-public.s3.amazonaws.com/2020/01/01/5782252d-00cf-4f9d-9930-54c9d764e439/ENCFF105QDM.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/01/01/5782252d-00cf-4f9d-9930-54c9d764e439/ENCFF105QDM.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	632076231			
ENCFF453QSH	bigWig	signal p-value	ChIP-seq	ENCSR150LYN	imputation	Avocado	current, ENCODE v5	CL:0000236	B cell	primary cell				Homo sapiens	H3K4me1-human	2020-02-21	ENCODE	Bill Noble, UW	a12a26a013cc5110d89151e766629498		https://www.encodeproject.org/files/ENCFF453QSH/@@download/ENCFF453QSH.bigWig	GRCh38		released		https://encode-public.s3.amazonaws.com/2019/12/29/1bb02b90-0ad8-4944-85f0-051b505dc3d9/ENCFF453QSH.bigWig	https://datasetencode.blob.core.windows.net/dataset/2019/12/29/1bb02b90-0ad8-4944-85f0-051b505dc3d9/ENCFF453QSH.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	642511590			
ENCFF392MES	bigWig	signal p-value	ChIP-seq	ENCSR171ZTN	imputation	Avocado	current, ENCODE v5	UBERON:0002037	cerebellum	tissue				Homo sapiens	H3K4me3-human	2020-02-21	ENCODE	Bill Noble, UW	eedb816877197adeac60c8198588d8d5		https://www.encodeproject.org/files/ENCFF392MES/@@download/ENCFF392MES.bigWig	GRCh38		released		https://encode-public.s3.amazonaws.com/2020/01/01/03e13921-e759-4d62-ad8e-7ea2bc628c0f/ENCFF392MES.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/01/01/03e13921-e759-4d62-ad8e-7ea2bc628c0f/ENCFF392MES.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	634265921			
ENCFF980DHZ	bigWig	signal p-value	ChIP-seq	ENCSR172RIQ	imputation	Avocado	current, ENCODE v5	UBERON:0007106	chorionic villus	tissue				Homo sapiens	H3K27ac-human	2020-02-21	ENCODE	Bill Noble, UW	61bf75a3038375f1b7fa8bd53ea52320		https://www.encodeproject.org/files/ENCFF980DHZ/@@download/ENCFF980DHZ.bigWig	GRCh38		released		https://encode-public.s3.amazonaws.com/2019/12/30/f926f11b-1d9e-40d0-886d-57d66dc1fc4c/ENCFF980DHZ.bigWig	https://datasetencode.blob.core.windows.net/dataset/2019/12/30/f926f11b-1d9e-40d0-886d-57d66dc1fc4c/ENCFF980DHZ.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	635128947			
ENCFF902NMH	bigWig	signal p-value	ChIP-seq	ENCSR317MJB	imputation	Avocado	current, ENCODE v5	UBERON:0003346	mucosa of rectum	tissue				Homo sapiens	H3K27me3-human	2020-02-21	ENCODE	Bill Noble, UW	81f3a4126fde3c1df548805a668e48b9		https://www.encodeproject.org/files/ENCFF902NMH/@@download/ENCFF902NMH.bigWig	GRCh38		released		https://encode-public.s3.amazonaws.com/2020/01/02/962e5dce-f8f2-4e58-9590-dcbdb70f0807/ENCFF902NMH.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/01/02/962e5dce-f8f2-4e58-9590-dcbdb70f0807/ENCFF902NMH.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	628362682			
ENCFF916CLY	bigWig	signal p-value	ChIP-seq	ENCSR280IFC	imputation	Avocado	current, ENCODE v5	UBERON:0000992	ovary	tissue				Homo sapiens	H3K27me3-human	2020-02-21	ENCODE	Bill Noble, UW	0a2c6643b8aa52fb93cc57205af1cf2c		https://www.encodeproject.org/files/ENCFF916CLY/@@download/ENCFF916CLY.bigWig	GRCh38		released		https://encode-public.s3.amazonaws.com/2020/01/07/75c23c19-9e72-41b2-946f-f255f506b915/ENCFF916CLY.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/01/07/75c23c19-9e72-41b2-946f-f255f506b915/ENCFF916CLY.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	623162182			
ENCFF985MMJ	bigWig	signal p-value	ChIP-seq	ENCSR013CXV	imputation	Avocado	current, ENCODE v5	UBERON:0000992	ovary	tissue				Homo sapiens	H3K4me1-human	2020-02-21	ENCODE	Bill Noble, UW	456a0861e96d7efe74c1eb86e4a323fc		https://www.encodeproject.org/files/ENCFF985MMJ/@@download/ENCFF985MMJ.bigWig	GRCh38		released		https://encode-public.s3.amazonaws.com/2020/01/07/7a9d26a7-6af0-4ab6-8e9d-540038982465/ENCFF985MMJ.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/01/07/7a9d26a7-6af0-4ab6-8e9d-540038982465/ENCFF985MMJ.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	628801569			
ENCFF170NCO	bigWig	signal p-value	ChIP-seq	ENCSR753KAX	imputation	Avocado	current, ENCODE v5	UBERON:0000317	colonic mucosa	tissue				Homo sapiens	H3K9ac-human	2020-02-21	ENCODE	Bill Noble, UW	eafae15e5450fa5fccc20d8debc444ca		https://www.encodeproject.org/files/ENCFF170NCO/@@download/ENCFF170NCO.bigWig	GRCh38		released		https://encode-public.s3.amazonaws.com/2019/12/30/2ab6646b-16aa-40e2-b4ff-1326aab3c736/ENCFF170NCO.bigWig	https://datasetencode.blob.core.windows.net/dataset/2019/12/30/2ab6646b-16aa-40e2-b4ff-1326aab3c736/ENCFF170NCO.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	609011670			
ENCFF566KIZ	bigWig	signal p-value	ChIP-seq	ENCSR733EZM	imputation	Avocado	current, ENCODE v5	UBERON:0002106	spleen	tissue				Homo sapiens	H3K27ac-human	2020-02-21	ENCODE	Bill Noble, UW	0c77d96df4228aa73c364e366ce22897		https://www.encodeproject.org/files/ENCFF566KIZ/@@download/ENCFF566KIZ.bigWig	GRCh38		released		https://encode-public.s3.amazonaws.com/2020/01/02/bc25359b-9e5f-4199-9be6-150cb3fdd5a3/ENCFF566KIZ.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/01/02/bc25359b-9e5f-4199-9be6-150cb3fdd5a3/ENCFF566KIZ.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	615131526			
ENCFF690VUR	bigWig	signal p-value	ChIP-seq	ENCSR548GWQ	imputation	Avocado	current, ENCODE v5	UBERON:0002370	thymus	tissue				Homo sapiens	H3K9ac-human	2020-02-21	ENCODE	Bill Noble, UW	1e2c602f077d0599dc8652e5493bbe68		https://www.encodeproject.org/files/ENCFF690VUR/@@download/ENCFF690VUR.bigWig	GRCh38		released		https://encode-public.s3.amazonaws.com/2019/12/31/4ffde570-480b-4814-93f1-a3643d5a19b4/ENCFF690VUR.bigWig	https://datasetencode.blob.core.windows.net/dataset/2019/12/31/4ffde570-480b-4814-93f1-a3643d5a19b4/ENCFF690VUR.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	592494567			
ENCFF190YFG	bigWig	signal p-value	ChIP-seq	ENCSR745ELY	imputation	Avocado	current, ENCODE v5	UBERON:0002084	heart left ventricle	tissue				Homo sapiens	H3K36me3-human	2020-02-21	ENCODE	Bill Noble, UW	52d2655a86d7dd878a61952820ce1304		https://www.encodeproject.org/files/ENCFF190YFG/@@download/ENCFF190YFG.bigWig	GRCh38		released		https://encode-public.s3.amazonaws.com/2020/01/08/f721a605-021e-4cf8-afcd-7875f15c2828/ENCFF190YFG.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/01/08/f721a605-021e-4cf8-afcd-7875f15c2828/ENCFF190YFG.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	621263796			
ENCFF279WEL	bigWig	signal p-value	ChIP-seq	ENCSR954ELP	imputation	Avocado	current, ENCODE v5	CL:0002547	fibroblast of the aortic adventitia	primary cell				Homo sapiens	H3K9me3-human	2020-02-21	ENCODE	Bill Noble, UW	580999277461a34a19c0c54495a02548		https://www.encodeproject.org/files/ENCFF279WEL/@@download/ENCFF279WEL.bigWig	GRCh38		released		https://encode-public.s3.amazonaws.com/2020/01/03/676e2526-b145-4154-a2f3-94b909f3c109/ENCFF279WEL.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/01/03/676e2526-b145-4154-a2f3-94b909f3c109/ENCFF279WEL.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	634556856			
ENCFF081OYT	bigWig	signal p-value	ChIP-seq	ENCSR135LKG	imputation	Avocado	current, ENCODE v5	UBERON:0001159	sigmoid colon	tissue				Homo sapiens	H3K4me1-human	2020-02-21	ENCODE	Bill Noble, UW	2aaff0df022a1c0e4cb7d917af011e53		https://www.encodeproject.org/files/ENCFF081OYT/@@download/ENCFF081OYT.bigWig	GRCh38		released		https://encode-public.s3.amazonaws.com/2020/01/03/89acfb07-0e7f-40d8-9770-a91bc656d400/ENCFF081OYT.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/01/03/89acfb07-0e7f-40d8-9770-a91bc656d400/ENCFF081OYT.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	631513205			
ENCFF012MBY	bigWig	signal p-value	ChIP-seq	ENCSR794HZJ	imputation	Avocado	current, ENCODE v5	EFO:0003072	SK-N-SH	cell line				Homo sapiens	H3K36me3-human	2020-02-21	ENCODE	Bill Noble, UW	25d7ad5581c62e7cbd97c430ee0b9ad8		https://www.encodeproject.org/files/ENCFF012MBY/@@download/ENCFF012MBY.bigWig	GRCh38		released		https://encode-public.s3.amazonaws.com/2020/01/07/c8a17c3b-516a-476b-9dc6-f2ce579460ed/ENCFF012MBY.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/01/07/c8a17c3b-516a-476b-9dc6-f2ce579460ed/ENCFF012MBY.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	610538534			
ENCFF664FEQ	bigWig	signal p-value	ChIP-seq	ENCSR280RDO	imputation	Avocado	current, ENCODE v5	EFO:0003072	SK-N-SH	cell line				Homo sapiens	H3K9ac-human	2020-02-21	ENCODE	Bill Noble, UW	d1f4300fa2e4762b844533c520323db3		https://www.encodeproject.org/files/ENCFF664FEQ/@@download/ENCFF664FEQ.bigWig	GRCh38		released		https://encode-public.s3.amazonaws.com/2020/01/07/857bc897-6174-4f5d-856a-40ea132ad597/ENCFF664FEQ.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/01/07/857bc897-6174-4f5d-856a-40ea132ad597/ENCFF664FEQ.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	612997351			
ENCFF151YNP	bigWig	signal p-value	ChIP-seq	ENCSR537LXA	imputation	Avocado	current, ENCODE v5	CL:0002618	endothelial cell of umbilical vein	primary cell				Homo sapiens	H3K27ac-human	2020-02-21	ENCODE	Bill Noble, UW	d10b86d807ea71eb3aea4476fb2b1df2		https://www.encodeproject.org/files/ENCFF151YNP/@@download/ENCFF151YNP.bigWig	GRCh38		released		https://encode-public.s3.amazonaws.com/2020/01/03/e91221ff-2d7d-412a-8963-d8aca6c3387f/ENCFF151YNP.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/01/03/e91221ff-2d7d-412a-8963-d8aca6c3387f/ENCFF151YNP.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	626853919			
ENCFF077HUN	bigWig	signal p-value	ChIP-seq	ENCSR530EHB	imputation	Avocado	current, ENCODE v5	UBERON:0000317	colonic mucosa	tissue				Homo sapiens	H3K9ac-human	2020-02-21	ENCODE	Bill Noble, UW	a127ea99bf210cc38da4855d6e51e140		https://www.encodeproject.org/files/ENCFF077HUN/@@download/ENCFF077HUN.bigWig	GRCh38		released		https://encode-public.s3.amazonaws.com/2019/12/31/a118ffa8-4eed-4836-9a5e-4182777afe5c/ENCFF077HUN.bigWig	https://datasetencode.blob.core.windows.net/dataset/2019/12/31/a118ffa8-4eed-4836-9a5e-4182777afe5c/ENCFF077HUN.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	632820470			
ENCFF657VFL	bigWig	signal p-value	ChIP-seq	ENCSR171JAK	imputation	Avocado	current, ENCODE v5	EFO:0007950	GM23338	cell line				Homo sapiens	H3K36me3-human	2020-02-21	ENCODE	Bill Noble, UW	f736b6daefb6d23a6384ca009e22bbd6		https://www.encodeproject.org/files/ENCFF657VFL/@@download/ENCFF657VFL.bigWig	GRCh38		released		https://encode-public.s3.amazonaws.com/2020/01/07/d957af90-e03a-4876-b0f4-0477567c04b6/ENCFF657VFL.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/01/07/d957af90-e03a-4876-b0f4-0477567c04b6/ENCFF657VFL.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	641124042			
ENCFF317TSR	bigWig	signal p-value	ChIP-seq	ENCSR429UNU	imputation	Avocado	current, ENCODE v5	CL:0000515	skeletal muscle myoblast	primary cell				Homo sapiens	H3K27me3-human	2020-02-21	ENCODE	Bill Noble, UW	9a19864ec01088105d9d255fc79de66f		https://www.encodeproject.org/files/ENCFF317TSR/@@download/ENCFF317TSR.bigWig	GRCh38		released		https://encode-public.s3.amazonaws.com/2020/01/08/42e098eb-fa8a-46dd-a3f1-ccad94611238/ENCFF317TSR.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/01/08/42e098eb-fa8a-46dd-a3f1-ccad94611238/ENCFF317TSR.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	619570312			
ENCFF121BNX	bigWig	signal p-value	ChIP-seq	ENCSR302JWL	imputation	Avocado	current, ENCODE v5	UBERON:0002367	prostate gland	tissue				Homo sapiens	H3K27ac-human	2020-02-21	ENCODE	Bill Noble, UW	4d0a4bed50c827c6268962522120d332		https://www.encodeproject.org/files/ENCFF121BNX/@@download/ENCFF121BNX.bigWig	GRCh38		released		https://encode-public.s3.amazonaws.com/2020/01/08/4d487805-99f2-4a8d-a773-15e6d97f4132/ENCFF121BNX.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/01/08/4d487805-99f2-4a8d-a773-15e6d97f4132/ENCFF121BNX.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	638907365			
ENCFF268HCN	bigWig	signal p-value	ChIP-seq	ENCSR512UBM	imputation	Avocado	current, ENCODE v5	UBERON:0002190	subcutaneous adipose tissue	tissue				Homo sapiens	H3K9ac-human	2020-02-21	ENCODE	Bill Noble, UW	05c770c532f8dc8a460a76d23554fefc		https://www.encodeproject.org/files/ENCFF268HCN/@@download/ENCFF268HCN.bigWig	GRCh38		released		https://encode-public.s3.amazonaws.com/2020/01/07/0e1a75f2-06b8-44e1-93b4-2d60202c353d/ENCFF268HCN.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/01/07/0e1a75f2-06b8-44e1-93b4-2d60202c353d/ENCFF268HCN.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	614795726			
ENCFF592IXV	bigWig	signal p-value	ChIP-seq	ENCSR497YJN	imputation	Avocado	current, ENCODE v5	UBERON:0001043	esophagus	tissue				Homo sapiens	H3K36me3-human	2020-02-21	ENCODE	Bill Noble, UW	92afa7d973bc4e532eb93891ab963eec		https://www.encodeproject.org/files/ENCFF592IXV/@@download/ENCFF592IXV.bigWig	GRCh38		released		https://encode-public.s3.amazonaws.com/2019/12/25/080e99be-25d5-40a8-9371-212acdc50f16/ENCFF592IXV.bigWig	https://datasetencode.blob.core.windows.net/dataset/2019/12/25/080e99be-25d5-40a8-9371-212acdc50f16/ENCFF592IXV.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	629096316			
ENCFF600QPV	bigWig	signal p-value	ChIP-seq	ENCSR184KLR	imputation	Avocado	current, ENCODE v5	EFO:0002793	HL-60	cell line				Homo sapiens	H3K36me3-human	2020-02-21	ENCODE	Bill Noble, UW	b88868eb24cbd3fb8cdbd83b565a8d4a		https://www.encodeproject.org/files/ENCFF600QPV/@@download/ENCFF600QPV.bigWig	GRCh38		released		https://encode-public.s3.amazonaws.com/2019/12/24/13788936-c5e4-4ebf-b984-edf12c5aa06c/ENCFF600QPV.bigWig	https://datasetencode.blob.core.windows.net/dataset/2019/12/24/13788936-c5e4-4ebf-b984-edf12c5aa06c/ENCFF600QPV.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	628126308			
ENCFF551FKQ	bigWig	signal p-value	ChIP-seq	ENCSR941AWJ	imputation	Avocado	current, ENCODE v5	UBERON:0001157	transverse colon	tissue				Homo sapiens	H3K27ac-human	2020-02-21	ENCODE	Bill Noble, UW	f292d6230719649c708462e9e4ac2ea5		https://www.encodeproject.org/files/ENCFF551FKQ/@@download/ENCFF551FKQ.bigWig	GRCh38		released		https://encode-public.s3.amazonaws.com/2019/12/26/6d1e1b9f-3c3e-4725-a180-f134f72e81a3/ENCFF551FKQ.bigWig	https://datasetencode.blob.core.windows.net/dataset/2019/12/26/6d1e1b9f-3c3e-4725-a180-f134f72e81a3/ENCFF551FKQ.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	626863901			
ENCFF683OHZ	bigWig	signal p-value	ChIP-seq	ENCSR007YPS	imputation	Avocado	current, ENCODE v5	UBERON:0003124	chorion	tissue				Homo sapiens	H3K27ac-human	2020-02-21	ENCODE	Bill Noble, UW	1bc15695a9b1877b21d624d52080c8f1		https://www.encodeproject.org/files/ENCFF683OHZ/@@download/ENCFF683OHZ.bigWig	GRCh38		released		https://encode-public.s3.amazonaws.com/2019/12/26/29cd4701-b9b7-43c7-8c37-9d2f1e71f278/ENCFF683OHZ.bigWig	https://datasetencode.blob.core.windows.net/dataset/2019/12/26/29cd4701-b9b7-43c7-8c37-9d2f1e71f278/ENCFF683OHZ.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	638616212			
ENCFF601WEV	bigWig	signal p-value	ChIP-seq	ENCSR211PCE	imputation	Avocado	current, ENCODE v5	UBERON:0003124	chorion	tissue				Homo sapiens	H3K27me3-human	2020-02-21	ENCODE	Bill Noble, UW	fe9c6c379f48062742a8421201119c0e		https://www.encodeproject.org/files/ENCFF601WEV/@@download/ENCFF601WEV.bigWig	GRCh38		released		https://encode-public.s3.amazonaws.com/2019/12/26/2a5ddebc-b164-4ea6-83b6-ad0b79356ec5/ENCFF601WEV.bigWig	https://datasetencode.blob.core.windows.net/dataset/2019/12/26/2a5ddebc-b164-4ea6-83b6-ad0b79356ec5/ENCFF601WEV.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	628842929			
ENCFF323SOX	bigWig	signal p-value	ChIP-seq	ENCSR573QUV	imputation	Avocado	current, ENCODE v5	UBERON:0006631	right atrium auricular region	tissue				Homo sapiens	H3K27ac-human	2020-02-21	ENCODE	Bill Noble, UW	2f8287035dacba876af9568a649c5435		https://www.encodeproject.org/files/ENCFF323SOX/@@download/ENCFF323SOX.bigWig	GRCh38		released		https://encode-public.s3.amazonaws.com/2019/12/31/0f395e31-30d2-4fcb-91cc-b4cf5769d8c6/ENCFF323SOX.bigWig	https://datasetencode.blob.core.windows.net/dataset/2019/12/31/0f395e31-30d2-4fcb-91cc-b4cf5769d8c6/ENCFF323SOX.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	636135274			
ENCFF054PXJ	bigWig	signal p-value	ChIP-seq	ENCSR689OWG	imputation	Avocado	current, ENCODE v5	CL:0000192	smooth muscle cell	in vitro differentiated cells				Homo sapiens	H3K4me1-human	2020-02-21	ENCODE	Bill Noble, UW	2e0da4b9127adff94c700a6ff0996622		https://www.encodeproject.org/files/ENCFF054PXJ/@@download/ENCFF054PXJ.bigWig	GRCh38		released		https://encode-public.s3.amazonaws.com/2019/12/31/a9c4d239-29a7-41f2-b80b-6e1098557137/ENCFF054PXJ.bigWig	https://datasetencode.blob.core.windows.net/dataset/2019/12/31/a9c4d239-29a7-41f2-b80b-6e1098557137/ENCFF054PXJ.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	644636121			
